Age,Gender,Speed_of_Impact,Helmet_Used,Seatbelt_Used,Survived
41,Male,34,No,No,0
32,Male,76,Yes,No,0
28,Female,46,Yes,No,0
51,Female,59,No,No,0
69,Female,78,No,No,1
69,Female,49,Yes,Yes,1
28,Male,86,Yes,No,0
34,Female,103,No,No,0
69,Female,98,Yes,Yes,0
18,Male,85,Yes,No,0
50,Male,111,No,No,0
36,Male,113,No,Yes,0
51,Male,99,No,Yes,0
52,Male,98,Yes,No,0
54,Female,78,No,No,0
43,Female,106,No,Yes,0
31,Female,73,Yes,Yes,0
33,Male,79,No,Yes,0
70,Male,89,No,Yes,0
64,Female,88,Yes,No,1
72,Male,25,No,No,1
52,Female,96,Yes,Yes,1
34,Male,89,Yes,Yes,1
46,Female,31,No,No,1
72,Male,82,Yes,Yes,1
24,Male,81,Yes,Yes,1
67,Female,76,No,Yes,0
40,Male,54,Yes,Yes,1
30,Female,73,No,No,0
58,Female,111,Yes,No,0
20,Female,46,Yes,Yes,1
69,Male,57,No,No,0
76,Female,60,Yes,Yes,0
42,Male,108,No,No,0
25,Male,45,Yes,No,0
60,Male,102,No,No,0
38,Female,110,Yes,Yes,0
25,Male,65,No,No,0
21,Female,63,Yes,No,0
21,Female,97,Yes,No,0
69,Male,51,Yes,Yes,0
69,Male,100,Yes,Yes,0
58,Female,86,Yes,Yes,0
72,Female,119,No,Yes,0
21,Female,117,Yes,Yes,0
44,Female,59,Yes,No,0
76,Male,103,Yes,Yes,1
57,Male,21,No,Yes,0
60,Female,109,Yes,Yes,0
33,Male,32,No,No,0
75,Male,59,Yes,Yes,1
55,Male,76,Yes,No,1
58,Female,77,Yes,Yes,0
54,Male,36,No,No,0
55,Male,59,No,Yes,1
61,Female,54,Yes,Yes,1
24,Male,74,No,Yes,0
44,Male,36,No,No,0
61,Male,111,No,No,1
55,Female,90,Yes,Yes,1
40,Male,116,Yes,Yes,1
34,Female,42,Yes,Yes,0
78,Female,39,No,No,0
52,Female,97,Yes,Yes,1
35,Female,103,Yes,Yes,1
27,Female,38,No,No,1
19,Female,56,No,No,0
56,Male,68,No,No,0
57,Male,102,Yes,Yes,0
75,Female,91,Yes,Yes,0
65,Female,37,No,Yes,1
33,Female,107,Yes,Yes,1
60,Male,25,No,Yes,0
28,Female,116,Yes,Yes,0
44,Male,84,Yes,No,0
42,Male,24,No,No,1
51,Female,48,Yes,Yes,1
56,Female,107,No,Yes,0
31,Male,54,No,No,0
75,Female,94,Yes,No,0
39,Male,87,No,No,0
70,Female,54,Yes,No,0
26,Female,79,Yes,Yes,0
39,Female,85,Yes,No,1
66,Female,29,No,No,0
74,Female,78,Yes,Yes,0
53,Male,73,Yes,No,0
36,Male,117,No,No,0
72,Male,66,Yes,No,0
25,Female,86,Yes,Yes,1
31,Male,71,No,Yes,1
66,Male,58,No,Yes,0
41,Female,40,No,Yes,0
51,Female,27,No,Yes,1
61,Female,53,No,No,1
50,Male,30,No,No,1
51,Male,64,Yes,No,1
39,Female,117,Yes,Yes,0
35,Female,71,Yes,No,0
48,Female,115,Yes,Yes,0
70,Male,59,No,No,1
57,Female,50,No,Yes,0
42,Female,75,Yes,No,0
30,Male,100,Yes,Yes,1
50,Male,116,Yes,Yes,1
36,Male,29,No,Yes,0
31,Male,102,Yes,No,0
47,Female,61,No,Yes,0
34,Female,50,Yes,No,0
56,Female,70,Yes,Yes,1
68,Female,100,No,Yes,0
77,Male,51,Yes,No,1
71,Male,110,Yes,Yes,0
47,Male,71,No,No,0
18,Male,65,Yes,Yes,1
37,Male,103,Yes,No,0
66,Male,36,No,No,1
24,Male,86,Yes,Yes,0
78,Female,40,No,No,1
33,Female,64,Yes,Yes,1
49,Female,91,Yes,Yes,1
49,Male,46,No,No,0
41,Female,73,Yes,Yes,1
19,Male,47,Yes,Yes,1
64,Male,26,No,Yes,0
47,Female,77,Yes,No,0
71,Male,53,Yes,Yes,1
25,Male,67,Yes,Yes,1
45,Female,96,Yes,Yes,0
43,Female,28,No,No,0
45,Female,78,No,No,0
55,Female,23,No,Yes,0
48,Male,80,Yes,Yes,1
52,Male,97,No,Yes,0
75,Male,23,No,No,1
44,Male,23,No,Yes,1
27,Male,82,Yes,Yes,1
32,Male,92,Yes,Yes,1
70,Male,33,No,Yes,1
21,Male,104,Yes,No,0
74,Male,101,Yes,Yes,1
44,Female,98,Yes,No,0
65,Male,42,Yes,Yes,1
19,Female,55,Yes,Yes,1
49,Male,30,No,Yes,0
47,Male,45,Yes,No,1
65,Male,95,No,Yes,0
37,Female,38,No,Yes,0
40,Female,64,Yes,Yes,1
18,Female,111,Yes,Yes,1
67,Male,43,Yes,No,0
76,Male,76,Yes,Yes,0
55,Female,95,No,No,0
36,Male,95,Yes,Yes,1
69,Male,79,Yes,No,0
31,Female,90,No,Yes,0
51,Male,42,Yes,No,0
32,Male,46,Yes,Yes,1
19,Male,56,Yes,No,0
55,Female,111,Yes,No,0
